date,time,total_games,wins,draws,avg_time,lost,reward
06/04/2023,04:36,0,0,0,0,0,[]
09/04/2023,12:50,2,0,0,2,7.8,[[0.1728, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0]]
09/04/2023,12:50,2,0,1,1,10.2,[[0.1728, 0, 0, 0, 0, 0, 0], [0.017857, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0]]
09/04/2023,12:51,2,0,0,2,9.2,[[0.1728, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [0.011905, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0]]
